Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
126,Tyler Ennis\ennisty01,PG,22,HOU,31,0,6.3,0.8,2.1,.391,0.2,0.5,.375,0.6,1.5,.396,.438,0.1,0.1,.667,0.1,0.5,0.6,1.1,0.2,0.0,0.8,0.9,1.9
126,Tyler Ennis\ennisty01,PG,22,LAL,12,0,10.6,1.8,4.1,.429,0.3,1.2,.286,1.4,2.9,.486,.469,0.7,0.7,1.000,0.5,0.7,1.2,1.5,0.6,0.0,0.6,1.2,4.5
127,Tyreke Evans\evansty01,SG,27,TOT,35,2,19.3,3.9,9.3,.423,1.1,2.9,.370,2.9,6.4,.446,.480,1.8,2.4,.741,0.3,3.2,3.5,3.2,0.9,0.3,1.5,1.5,10.7
127,Tyreke Evans\evansty01,SG,27,NOP,26,0,18.2,3.5,8.7,.401,0.8,2.7,.300,2.7,6.0,.446,.447,1.7,2.2,.776,0.2,3.1,3.3,3.5,0.9,0.2,1.5,1.6,9.5
127,Tyreke Evans\evansty01,SG,27,SAC,9,2,22.3,5.1,10.8,.474,1.8,3.3,.533,3.3,7.4,.448,.557,2.0,3.0,.667,0.4,3.4,3.9,2.4,0.8,0.6,1.7,1.2,14.0
128,Dante Exum\exumda01,PG,21,UTA,57,19,17.8,2.4,5.4,.440,0.6,2.1,.295,1.7,3.2,.535,.498,1.0,1.2,.812,0.4,1.5,1.9,1.6,0.3,0.2,1.2,2.2,6.4
129,Kenneth Faried\farieke01,PF,27,DEN,54,29,21.6,3.7,6.7,.556,0.0,0.1,.000,3.7,6.6,.566,.556,2.3,3.4,.696,3.1,4.6,7.6,0.9,0.7,0.7,1.0,2.0,9.8
130,Jordan Farmar\farmajo01,PG,30,SAC,2,0,17.5,2.0,6.0,.333,2.0,4.5,.444,0.0,1.5,.000,.500,0.0,0.0,,0.5,1.0,1.5,4.5,1.0,0.0,1.5,0.5,6.0
131,Derrick Favors\favorde01,PF,25,UTA,47,39,24.1,4.0,8.4,.483,0.1,0.2,.333,4.0,8.2,.487,.487,1.4,2.3,.623,1.8,4.4,6.2,1.1,0.9,0.9,1.2,2.1,9.6
132,Kay Felder\feldeka01,PG,21,CLE,38,0,9.7,1.5,3.9,.389,0.2,0.6,.318,1.3,3.3,.402,.413,0.9,1.2,.723,0.1,0.9,1.0,1.3,0.4,0.2,0.8,1.0,4.1
133,Cristiano Felicio\feliccr01,C,24,CHI,62,0,15.9,2.0,3.4,.573,0.0,0.0,,2.0,3.4,.573,.573,1.0,1.5,.652,2.0,2.8,4.8,0.6,0.4,0.2,0.5,1.7,4.9
134,Raymond Felton\feltora01,PG,32,LAC,72,11,21.6,2.8,6.5,.433,0.6,1.8,.338,2.2,4.7,.470,.481,0.7,0.9,.774,0.5,2.4,2.8,2.4,0.9,0.3,1.1,1.6,7.0
135,Yogi Ferrell\ferreyo01,PG,23,TOT,36,21,25.5,3.3,8.1,.409,1.4,3.6,.388,1.9,4.5,.426,.495,1.7,2.0,.845,0.4,1.9,2.3,3.7,0.9,0.2,1.5,1.9,9.7
135,Yogi Ferrell\ferreyo01,PG,23,BRK,10,0,15.1,1.8,4.9,.367,0.8,2.7,.296,1.0,2.2,.455,.449,1.0,1.6,.625,0.4,0.8,1.2,1.7,0.2,0.2,1.4,1.1,5.4
135,Yogi Ferrell\ferreyo01,PG,23,DAL,26,21,29.5,3.9,9.3,.417,1.6,3.9,.412,2.3,5.4,.421,.504,1.9,2.1,.909,0.4,2.3,2.7,4.4,1.2,0.2,1.5,2.2,11.3
136,Dorian Finney-Smith\finnedo01,PF,23,DAL,71,31,20.0,1.5,3.9,.391,0.7,2.3,.317,0.8,1.6,.496,.484,0.6,0.8,.746,0.6,2.0,2.6,0.8,0.6,0.3,0.6,1.6,4.4
137,Bryn Forbes\forbebr01,SG,23,SAS,28,0,6.1,0.6,1.8,.360,0.3,0.9,.308,0.4,0.9,.417,.440,0.1,0.1,.667,0.0,0.4,0.5,0.2,0.0,0.0,0.1,0.4,1.6
138,Evan Fournier\fournev01,SG,24,ORL,60,58,32.8,6.0,13.7,.435,1.8,5.2,.344,4.2,8.5,.491,.501,3.2,4.0,.796,0.7,2.5,3.2,3.1,1.0,0.1,2.1,2.7,16.9
139,Randy Foye\foyera01,SG,33,BRK,59,30,19.3,1.9,4.9,.384,1.1,3.0,.362,0.8,1.9,.417,.493,0.8,0.9,.833,0.2,2.2,2.4,2.0,0.4,0.2,1.3,1.5,5.6
140,Tim Frazier\fraziti01,PG,26,NOP,56,26,23.3,2.6,6.3,.411,0.6,2.0,.318,2.0,4.4,.453,.461,1.6,2.0,.770,0.5,2.2,2.8,5.1,0.8,0.1,1.7,2.1,7.4
141,Channing Frye\fryech01,C,33,CLE,64,10,18.7,3.1,7.1,.443,1.9,4.6,.411,1.2,2.5,.503,.577,0.8,1.0,.828,0.5,3.3,3.8,0.7,0.4,0.5,0.7,1.9,9.0
142,Danilo Gallinari\gallida01,SF,28,DEN,55,55,33.8,5.1,11.6,.441,1.9,4.9,.382,3.3,6.7,.484,.521,5.7,6.3,.899,0.6,4.4,5.1,2.1,0.7,0.3,1.3,1.5,17.7
143,Langston Galloway\gallola01,PG,25,TOT,64,0,19.6,2.8,7.5,.377,1.7,4.4,.381,1.1,3.1,.371,.488,0.7,0.8,.778,0.3,1.7,2.0,1.1,0.7,0.1,0.5,1.3,8.0
143,Langston Galloway\gallola01,PG,25,NOP,55,0,20.4,3.0,8.0,.374,1.8,4.9,.377,1.2,3.1,.370,.489,0.7,0.9,.769,0.4,1.8,2.2,1.2,0.7,0.1,0.5,1.4,8.6
143,Langston Galloway\gallola01,PG,25,SAC,9,0,15.2,1.7,4.1,.405,0.7,1.4,.462,1.0,2.7,.375,.486,0.2,0.2,1.000,0.1,0.9,1.0,0.9,0.3,0.0,0.8,1.0,4.2
144,Marc Gasol\gasolma01,C,32,MEM,69,69,34.6,7.3,15.9,.460,1.4,3.7,.381,5.9,12.3,.483,.504,3.8,4.6,.830,0.8,5.4,6.2,4.6,0.9,1.3,2.2,2.3,19.9
145,Pau Gasol\gasolpa01,C,36,SAS,55,39,25.6,4.8,9.4,.508,0.8,1.5,.524,4.0,7.9,.505,.550,1.9,2.8,.675,1.7,6.1,7.7,2.4,0.4,1.1,1.3,1.7,12.3
146,Rudy Gay\gayru01,SF,30,SAC,30,30,33.8,6.7,14.7,.455,1.4,3.8,.372,5.3,11.0,.483,.502,3.9,4.6,.855,1.2,5.2,6.3,2.7,1.5,0.9,2.5,2.6,18.7
147,Michael Gbinije\gbinimi01,SG,24,DET,9,0,3.6,0.1,1.1,.100,0.0,0.4,.000,0.1,0.7,.167,.100,0.2,0.2,1.000,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.2,0.4
148,Alonzo Gee\geeal01,SF,29,DEN,13,0,6.8,0.2,1.1,.214,0.0,0.2,.000,0.2,0.8,.273,.214,0.4,0.7,.556,0.3,0.8,1.1,0.5,0.4,0.1,0.3,1.1,0.8
149,Paul George\georgpa01,SF,26,IND,65,65,35.4,7.9,17.5,.450,2.4,6.2,.389,5.4,11.2,.484,.519,4.5,4.9,.909,0.8,5.6,6.4,3.3,1.5,0.3,3.0,2.8,22.6
150,Jonathan Gibson\gibsojo01,PG,29,DAL,17,0,13.6,2.1,5.6,.368,0.9,2.6,.333,1.2,2.9,.400,.447,1.2,1.7,.724,0.1,1.2,1.3,1.5,0.5,0.0,1.2,1.2,6.2
151,Taj Gibson\gibsota01,PF,31,TOT,69,62,26.2,4.8,9.2,.515,0.0,0.2,.231,4.7,9.0,.521,.517,1.5,2.1,.701,2.1,4.4,6.4,1.0,0.5,0.9,1.4,2.2,11.0
151,Taj Gibson\gibsota01,PF,31,CHI,55,55,27.3,5.0,9.6,.521,0.0,0.2,.167,5.0,9.4,.529,.523,1.5,2.2,.714,2.2,4.8,7.0,1.1,0.5,0.9,1.4,2.2,11.6
151,Taj Gibson\gibsota01,PF,31,OKC,14,7,21.9,3.7,7.6,.486,0.1,0.1,1.000,3.6,7.6,.481,.491,1.3,2.0,.643,1.6,2.7,4.4,0.7,0.6,0.6,1.4,2.1,8.8
152,Manu Ginobili\ginobma01,SG,39,SAS,62,0,18.9,2.5,6.5,.386,1.3,3.3,.377,1.2,3.1,.395,.483,1.4,1.7,.808,0.4,1.9,2.3,2.7,1.3,0.2,1.4,1.8,7.6
153,Rudy Gobert\goberru01,C,24,UTA,72,72,33.8,4.9,7.5,.661,0.0,0.0,.000,4.9,7.4,.662,.661,3.8,5.9,.656,4.0,8.8,12.8,1.2,0.7,2.6,1.9,3.1,13.7
154,Archie Goodwin\goodwar01,SG,22,TOT,7,0,12.0,2.1,3.6,.600,0.4,1.0,.429,1.7,2.6,.667,.660,2.6,3.1,.818,0.4,1.0,1.4,1.7,0.0,0.4,0.3,0.3,7.3
154,Archie Goodwin\goodwar01,SG,22,NOP,3,0,10.0,0.7,1.7,.400,0.3,0.7,.500,0.3,1.0,.333,.500,3.3,3.3,1.000,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,5.0
154,Archie Goodwin\goodwar01,SG,22,BRK,4,0,13.5,3.3,5.0,.650,0.5,1.3,.400,2.8,3.8,.733,.700,2.0,3.0,.667,0.8,1.8,2.5,2.8,0.0,0.5,0.5,0.3,9.0
155,Aaron Gordon\gordoaa01,SF,21,ORL,71,63,27.9,4.6,10.3,.445,0.9,3.3,.273,3.7,7.0,.524,.488,1.8,2.6,.697,1.3,3.4,4.7,1.9,0.7,0.5,1.1,2.1,11.9
156,Eric Gordon\gordoer01,SG,28,HOU,66,9,30.6,5.6,13.5,.411,3.4,8.9,.379,2.2,4.6,.474,.536,1.9,2.3,.828,0.4,2.2,2.6,2.7,0.7,0.5,1.7,2.0,16.4
157,Marcin Gortat\gortama01,C,32,WAS,73,73,32.1,4.8,8.4,.571,0.0,0.0,.000,4.8,8.4,.573,.571,1.3,2.0,.662,2.9,7.8,10.8,1.4,0.5,0.8,1.5,2.8,11.0
158,Treveon Graham\grahatr01,SG,23,CHO,24,1,5.9,0.4,1.0,.375,0.3,0.4,.600,0.1,0.6,.214,.500,0.3,0.5,.667,0.1,0.5,0.7,0.2,0.1,0.0,0.1,0.7,1.3
159,Jerami Grant\grantje01,SF,22,TOT,70,4,19.4,1.9,4.2,.464,0.5,1.4,.371,1.4,2.8,.510,.526,1.2,2.0,.613,0.5,2.1,2.6,0.6,0.4,1.0,0.6,1.8,5.6
159,Jerami Grant\grantje01,SF,22,PHI,2,0,20.5,3.0,8.5,.353,0.0,1.0,.000,3.0,7.5,.400,.353,2.0,4.0,.500,0.0,3.5,3.5,0.0,0.0,2.0,1.5,2.5,8.0
159,Jerami Grant\grantje01,SF,22,OKC,68,4,19.4,1.9,4.0,.471,0.5,1.4,.379,1.4,2.6,.520,.536,1.2,1.9,.620,0.5,2.0,2.5,0.6,0.5,1.0,0.6,1.8,5.5
160,Jerian Grant\grantje02,PG,24,CHI,56,25,16.1,1.9,4.7,.412,0.8,2.1,.362,1.2,2.6,.452,.492,1.1,1.2,.882,0.3,1.3,1.6,1.7,0.7,0.1,0.7,1.5,5.7
161,Danny Green\greenda02,SG,29,SAS,63,63,27.0,2.6,6.6,.399,1.8,4.6,.388,0.9,2.0,.425,.534,0.4,0.4,.821,0.4,2.9,3.3,1.8,1.0,0.8,1.1,1.8,7.4
162,Draymond Green\greendr01,PF,26,GSW,68,68,32.7,3.6,8.6,.420,1.1,3.5,.314,2.5,5.1,.493,.484,2.0,2.9,.706,1.3,6.8,8.1,7.2,2.1,1.4,2.4,2.9,10.3
163,Gerald Green\greenge01,SG,31,BOS,41,0,11.8,2.1,5.0,.413,0.9,2.4,.381,1.2,2.7,.440,.502,0.7,0.9,.829,0.4,1.5,1.9,0.7,0.2,0.1,0.5,1.1,5.8
164,JaMychal Green\greenja01,PF,26,MEM,70,68,27.7,3.3,6.5,.503,0.7,1.8,.388,2.6,4.7,.549,.558,1.8,2.2,.818,2.2,5.1,7.3,1.1,0.6,0.5,1.2,3.4,9.1
165,Jeff Green\greenje02,SF,30,ORL,69,11,22.2,3.2,8.1,.394,0.8,2.8,.275,2.4,5.3,.458,.442,2.1,2.4,.863,0.6,2.5,3.1,1.2,0.5,0.2,1.1,1.5,9.2
166,Blake Griffin\griffbl01,PF,27,LAC,53,53,33.8,7.7,16.1,.480,0.5,1.6,.322,7.2,14.4,.498,.496,5.2,7.0,.749,1.9,6.3,8.2,5.0,0.9,0.4,2.4,2.5,21.2
167,Justin Hamilton\hamilju01,C,26,BRK,56,6,18.8,2.7,5.8,.456,0.9,2.9,.304,1.8,3.0,.602,.531,0.6,0.8,.739,1.2,3.1,4.3,0.9,0.5,0.7,0.7,1.4,6.8
168,A.J. Hammons\hammoaj01,C,24,DAL,17,0,4.5,0.5,1.3,.409,0.2,0.4,.667,0.3,0.9,.313,.500,0.1,0.6,.200,0.3,0.9,1.2,0.1,0.0,0.4,0.2,0.6,1.4
169,Tim Hardaway\hardati02,SG,24,ATL,70,21,26.4,5.2,11.3,.456,1.9,5.3,.360,3.3,6.0,.540,.540,2.0,2.6,.764,0.4,2.2,2.6,2.2,0.7,0.2,1.3,1.2,14.2
170,James Harden\hardeja01,PG,27,HOU,72,72,36.5,8.5,18.9,.447,3.2,9.2,.354,5.2,9.8,.534,.532,9.3,11.0,.848,1.1,6.9,8.0,11.3,1.5,0.4,5.8,2.6,29.5
171,Maurice Harkless\harklma01,SF,23,POR,68,61,29.1,4.1,8.3,.490,0.9,2.7,.354,3.1,5.6,.555,.547,1.0,1.6,.616,1.7,2.9,4.6,1.2,1.1,0.9,1.2,2.8,10.1
172,Justin Harper\harpeju01,PF,27,PHI,3,0,10.3,1.7,4.0,.417,0.7,2.3,.286,1.0,1.7,.600,.500,0.0,0.0,,0.7,1.0,1.7,0.7,0.0,0.0,1.3,0.7,4.0
173,Montrezl Harrell\harremo01,PF,23,HOU,53,14,18.0,3.9,5.9,.660,0.0,0.1,.333,3.9,5.8,.663,.662,1.3,2.1,.636,1.4,2.2,3.6,1.1,0.4,0.7,0.8,2.1,9.1
174,Devin Harris\harride01,PG,33,DAL,55,0,16.7,2.0,5.1,.388,0.9,2.6,.343,1.1,2.5,.435,.475,1.5,1.9,.810,0.2,1.7,1.9,2.1,0.6,0.1,0.9,1.5,6.4
175,Gary Harris\harriga01,SG,22,DEN,48,47,30.5,5.5,11.0,.500,1.9,4.4,.432,3.6,6.6,.546,.587,1.8,2.3,.786,0.9,2.1,3.0,2.6,1.3,0.2,1.4,1.6,14.8
176,Joe Harris\harrijo01,SG,25,BRK,52,11,21.9,3.0,7.0,.425,1.6,4.3,.385,1.3,2.7,.489,.543,0.7,0.9,.714,0.3,2.5,2.8,1.0,0.6,0.2,1.1,2.3,8.2
177,Manny Harris\harrima01,SG,27,DAL,4,0,6.3,0.8,3.8,.200,0.0,0.5,.000,0.8,3.3,.231,.200,0.5,1.0,.500,0.8,1.5,2.3,0.5,0.0,0.0,0.5,0.3,2.0
178,Tobias Harris\harrito02,PF,24,DET,73,46,31.5,6.3,13.0,.485,1.3,3.7,.337,5.0,9.2,.545,.534,2.4,2.8,.854,0.7,4.4,5.1,1.7,0.7,0.5,1.2,1.6,16.2
179,Aaron Harrison\harriaa01,SG,22,CHO,5,0,3.4,0.0,0.8,.000,0.0,0.4,.000,0.0,0.4,.000,.000,0.2,0.4,.500,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.4,0.2
180,Andrew Harrison\harrian01,SG,22,MEM,65,17,20.3,1.6,5.0,.323,0.6,2.2,.284,1.0,2.8,.354,.385,2.1,2.8,.764,0.3,1.5,1.8,2.8,0.8,0.3,1.2,2.7,6.0
181,Udonis Haslem\hasleud01,C,36,MIA,16,0,8.1,0.7,1.4,.500,0.0,0.1,.000,0.7,1.3,.550,.500,0.6,0.9,.600,0.5,1.7,2.2,0.4,0.3,0.1,0.5,1.3,1.9
182,Spencer Hawes\hawessp01,PF,28,TOT,45,1,15.7,2.6,5.4,.479,0.4,1.5,.303,2.1,3.9,.545,.521,0.8,0.9,.850,0.8,2.9,3.6,1.6,0.3,0.6,1.0,1.5,6.4
182,Spencer Hawes\hawessp01,PF,28,CHO,35,1,17.9,3.0,6.2,.477,0.5,1.6,.291,2.5,4.7,.540,.514,0.9,1.0,.882,0.9,3.3,4.2,1.8,0.4,0.7,1.1,1.7,7.3
182,Spencer Hawes\hawessp01,PF,28,MIL,10,0,7.9,1.2,2.4,.500,0.4,1.1,.364,0.8,1.3,.615,.583,0.4,0.6,.667,0.3,1.5,1.8,1.0,0.1,0.3,0.3,0.6,3.2
183,Gordon Hayward\haywago01,SF,26,UTA,66,66,34.5,7.3,15.8,.464,2.0,5.2,.392,5.3,10.6,.500,.529,5.1,6.0,.850,0.7,4.8,5.5,3.5,1.0,0.3,1.9,1.6,21.8
184,Gerald Henderson\hendege02,SG,29,PHI,63,41,23.5,3.4,7.8,.434,0.9,2.3,.367,2.5,5.5,.462,.489,2.0,2.5,.819,0.4,2.1,2.6,1.6,0.6,0.2,0.9,1.7,9.6
185,John Henson\hensojo01,C,26,MIL,56,38,19.6,2.8,5.4,.510,0.0,0.0,.000,2.8,5.4,.512,.510,1.3,1.9,.692,1.6,3.6,5.2,1.0,0.5,1.4,0.9,2.6,6.8
186,Juan Hernangomez\hernaju01,PF,21,DEN,54,8,13.5,1.6,3.4,.486,0.7,1.6,.449,0.9,1.7,.521,.596,1.0,1.3,.750,0.8,2.3,3.1,0.5,0.5,0.2,0.5,1.1,5.0
187,Willy Hernangomez\hernawi01,C,22,NYK,63,13,17.4,3.2,6.0,.543,0.0,0.2,.231,3.2,5.8,.554,.547,1.0,1.5,.696,2.2,4.5,6.7,1.2,0.5,0.6,1.4,2.0,7.5
188,Mario Hezonja\hezonma01,SF,21,ORL,56,2,13.7,1.7,4.9,.355,0.6,2.1,.294,1.1,2.8,.403,.419,0.5,0.7,.763,0.3,1.9,2.1,0.9,0.4,0.2,0.9,1.1,4.6
189,Roy Hibbert\hibbero01,C,30,TOT,46,13,14.7,1.7,3.2,.544,0.0,0.0,,1.7,3.2,.544,.544,1.3,1.6,.813,1.2,2.2,3.3,0.5,0.2,1.0,0.7,2.2,4.8
189,Roy Hibbert\hibbero01,C,30,CHO,42,13,16.0,1.9,3.4,.542,0.0,0.0,,1.9,3.4,.542,.542,1.5,1.8,.813,1.3,2.4,3.6,0.5,0.2,1.0,0.7,2.3,5.2
189,Roy Hibbert\hibbero01,C,30,DEN,4,0,1.8,0.5,0.8,.667,0.0,0.0,,0.5,0.8,.667,.667,0.0,0.0,,0.3,0.3,0.5,0.3,0.0,0.3,0.0,0.5,1.0
190,Buddy Hield\hieldbu01,SG,23,TOT,72,45,21.9,3.7,8.8,.420,1.7,4.4,.389,2.0,4.4,.451,.517,0.7,0.9,.855,0.4,2.7,3.1,1.4,0.4,0.1,1.2,1.4,9.8
190,Buddy Hield\hieldbu01,SG,23,NOP,57,37,20.4,3.2,8.3,.392,1.6,4.2,.369,1.7,4.1,.416,.486,0.5,0.6,.879,0.3,2.6,2.9,1.4,0.3,0.1,0.8,1.4,8.6
190,Buddy Hield\hieldbu01,SG,23,SAC,15,8,27.9,5.4,10.8,.500,2.3,5.2,.449,3.1,5.6,.548,.608,1.6,1.9,.828,0.5,3.2,3.7,1.7,0.9,0.1,2.3,1.1,14.7
191,Nene Hilario\hilarne01,C,34,HOU,60,7,17.6,3.5,5.7,.613,0.1,0.1,.375,3.4,5.6,.619,.617,1.7,2.9,.591,1.4,2.8,4.2,0.9,0.8,0.6,1.1,2.6,8.7
192,George Hill\hillge01,PG,30,UTA,46,46,32.0,5.9,12.5,.470,1.8,4.7,.390,4.0,7.8,.520,.544,3.3,4.1,.800,0.5,3.0,3.5,4.1,1.0,0.2,1.8,2.3,16.9
193,Jordan Hill\hilljo01,C,29,MIN,6,0,6.8,0.7,1.8,.364,0.0,0.0,,0.7,1.8,.364,.364,0.3,0.3,1.000,1.2,1.0,2.2,0.0,0.2,0.0,0.5,1.5,1.7
194,Solomon Hill\hillso01,SF,25,NOP,70,61,29.2,2.2,5.8,.389,1.2,3.3,.348,1.1,2.4,.444,.489,1.3,1.6,.827,0.6,3.2,3.8,1.8,0.9,0.4,1.1,2.3,6.9
195,Darrun Hilliard\hillida01,SG,23,DET,33,1,9.5,1.0,3.1,.324,0.3,1.2,.237,0.7,1.9,.375,.368,0.5,0.7,.708,0.1,0.8,0.9,0.8,0.2,0.0,0.6,0.9,2.8
196,Jrue Holiday\holidjr01,PG,26,NOP,57,51,32.9,6.2,13.6,.455,1.5,4.2,.367,4.7,9.4,.494,.512,1.9,2.7,.697,0.7,3.2,3.9,7.2,1.6,0.6,3.1,2.2,15.8
197,Justin Holiday\holidju01,SG,27,NYK,73,2,19.3,2.6,6.2,.426,1.2,3.2,.360,1.5,2.9,.498,.520,0.8,1.0,.822,0.3,2.3,2.7,1.1,0.8,0.4,0.8,1.4,7.2
198,Rondae Hollis-Jefferson\holliro01,SF,22,BRK,68,40,21.9,2.9,6.5,.443,0.2,0.9,.207,2.7,5.7,.478,.456,2.4,3.2,.748,1.2,4.3,5.5,1.9,1.0,0.5,1.5,2.4,8.4
199,Richaun Holmes\holmeri01,C,23,PHI,47,7,18.9,3.7,6.5,.564,0.4,1.0,.354,3.3,5.5,.603,.592,1.1,1.7,.654,1.6,3.3,4.9,0.9,0.7,1.0,0.9,2.3,8.8
200,Rodney Hood\hoodro01,SG,24,UTA,52,51,27.4,4.7,11.4,.412,1.9,5.2,.363,2.8,6.2,.453,.495,1.6,2.0,.794,0.3,3.2,3.5,1.6,0.7,0.2,1.2,2.3,12.8
201,Al Horford\horfoal01,C,30,BOS,59,59,32.6,5.7,12.1,.475,1.3,3.7,.355,4.4,8.3,.528,.529,1.5,1.9,.791,1.4,5.4,6.8,5.0,0.7,1.4,1.7,2.1,14.3
202,Danuel House\houseda01,SG,23,WAS,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Dwight Howard\howardw01,C,31,ATL,66,66,29.8,5.1,8.1,.632,0.0,0.0,.000,5.1,8.0,.635,.632,3.0,5.7,.532,4.0,8.8,12.8,1.3,1.0,1.2,2.2,2.8,13.2
204,Marcelo Huertas\huertma01,PG,33,LAL,23,1,10.3,1.1,3.0,.368,0.2,0.8,.211,0.9,2.1,.429,.397,0.4,0.7,.529,0.1,1.0,1.0,2.3,0.4,0.1,0.8,0.7,2.7
205,Josh Huestis\huestjo01,PF,25,OKC,1,0,7.0,3.0,4.0,.750,1.0,2.0,.500,2.0,2.0,1.000,.875,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,7.0
206,Kris Humphries\humphkr01,PF,31,ATL,49,2,11.9,1.6,3.7,.436,0.3,0.9,.364,1.3,2.8,.459,.480,1.1,1.3,.788,1.0,2.6,3.6,0.5,0.2,0.4,0.5,1.3,4.6
207,R.J. Hunter\hunterj01,SG,23,CHI,3,0,3.0,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
208,Serge Ibaka\ibakase01,PF,27,TOT,71,71,30.8,6.1,12.6,.483,1.5,3.9,.394,4.5,8.6,.524,.545,1.3,1.5,.861,1.7,5.1,6.8,1.0,0.5,1.6,1.3,2.7,15.0
208,Serge Ibaka\ibakase01,PF,27,ORL,56,56,30.5,6.1,12.6,.488,1.5,3.8,.388,4.6,8.7,.532,.547,1.4,1.6,.846,1.8,5.0,6.8,1.1,0.6,1.6,1.2,2.5,15.1
208,Serge Ibaka\ibakase01,PF,27,TOR,15,15,31.7,5.9,12.6,.466,1.8,4.3,.415,4.1,8.3,.492,.537,1.1,1.1,.941,1.2,5.4,6.6,0.7,0.3,1.4,1.9,3.3,14.6
209,Andre Iguodala\iguodan01,SF,33,GSW,68,0,26.2,2.6,5.2,.510,0.8,2.2,.355,1.9,3.0,.627,.586,0.9,1.3,.701,0.7,3.2,3.9,3.4,1.0,0.5,0.8,1.3,7.0
210,Ersan Ilyasova\ilyaser01,PF,29,TOT,72,44,26.2,4.8,10.8,.441,1.8,5.0,.368,2.9,5.8,.504,.526,2.0,2.5,.780,1.3,4.5,5.7,1.7,0.7,0.3,1.4,2.5,13.4
210,Ersan Ilyasova\ilyaser01,PF,29,OKC,3,0,20.7,2.0,5.3,.375,1.0,4.0,.250,1.0,1.3,.750,.469,0.0,0.0,,0.7,4.7,5.3,0.3,1.0,0.3,1.3,1.7,5.0
210,Ersan Ilyasova\ilyaser01,PF,29,PHI,53,40,27.3,5.4,12.2,.440,2.0,5.6,.359,3.4,6.6,.509,.522,2.1,2.7,.768,1.3,4.6,5.9,1.8,0.6,0.3,1.5,2.5,14.8
210,Ersan Ilyasova\ilyaser01,PF,29,ATL,16,4,23.4,3.3,7.3,.457,1.4,3.1,.449,1.9,4.2,.463,.552,2.1,2.5,.825,1.1,4.1,5.2,1.4,1.1,0.3,1.2,2.8,10.1
211,Joe Ingles\inglejo01,SF,29,UTA,73,20,23.2,2.4,5.2,.453,1.4,3.3,.432,0.9,1.9,.489,.589,0.6,0.8,.750,0.3,2.8,3.1,2.5,1.1,0.1,1.1,2.0,6.8
212,Brandon Ingram\ingrabr01,SF,19,LAL,72,33,29.3,3.3,8.3,.399,0.7,2.5,.296,2.6,5.9,.443,.443,1.6,2.6,.621,0.7,3.4,4.1,2.0,0.5,0.4,1.5,2.0,9.0
213,Kyrie Irving\irvinky01,PG,24,CLE,64,64,35.0,9.4,19.9,.473,2.5,6.3,.393,7.0,13.6,.510,.535,4.2,4.7,.906,0.7,2.5,3.3,5.8,1.2,0.4,2.6,2.1,25.5
214,Jarrett Jack\jackja01,PG,33,NOP,2,0,16.5,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,1.0,1.0,1.000,0.0,0.0,0.0,2.5,1.0,0.0,1.5,1.5,3.0
215,Demetrius Jackson\jacksde01,PG,22,BOS,5,0,3.4,0.6,0.8,.750,0.2,0.2,1.000,0.4,0.6,.667,.875,0.6,1.2,.500,0.4,0.4,0.8,0.6,0.0,0.0,0.0,0.0,2.0
216,Pierre Jackson\jackspi01,PG,25,DAL,8,1,10.5,1.6,4.9,.333,0.4,1.4,.273,1.3,3.5,.357,.372,0.8,0.9,.857,0.1,1.0,1.1,2.4,0.3,0.0,0.4,0.6,4.4
217,Reggie Jackson\jacksre01,PG,26,DET,52,50,27.4,5.5,13.0,.419,1.3,3.5,.359,4.2,9.5,.442,.468,2.3,2.6,.868,0.4,1.8,2.2,5.2,0.7,0.1,2.2,2.5,14.5
218,LeBron James\jamesle01,SF,32,CLE,66,66,37.6,9.8,17.9,.544,1.7,4.6,.376,8.0,13.3,.602,.592,4.9,7.1,.682,1.2,7.2,8.4,8.8,1.3,0.6,4.2,1.7,26.1
219,Al Jefferson\jeffeal01,C,32,IND,65,1,14.2,3.5,7.1,.496,0.0,0.0,.000,3.5,7.1,.497,.496,1.0,1.3,.759,1.1,3.1,4.2,0.9,0.3,0.2,0.5,1.9,8.0
220,Richard Jefferson\jefferi01,SF,36,CLE,71,13,20.8,2.0,4.5,.455,0.8,2.4,.337,1.2,2.1,.592,.545,1.0,1.4,.742,0.4,2.2,2.6,1.0,0.3,0.1,0.7,2.0,5.9
